ac|en|fi|pt|ru|zh|ja|ko|de
relic_stickmanSteve|Stickman Steve|Teemu Tikku-Ukko|Stickman Steve|Стикмен Стив|曲棍球手史蒂夫|スティックマンスティーブ|막대인간 스티브|Strichmännchen Steve
relic_bomb|Bomb|Pommi|Bomba|Бомба|炸弹|爆弾|폭탄|Bombe
relic_meatHook|Meat Hook|Lihakoukku|Gancho de açougue|Крюк для мяса|肉钩|ミートフック|고기 갈고리|Fleischerhaken
relic_candyCrusher|Candy Crusher|Karkin murskaaja|Triturador de doces|Конфетодробилка|糖果粉碎者|キャンディークラッシャー|사탕 박살 망치|Bonbonbrecher
relic_cheeseBurger|Cheese Burger|Juustopurilainen|X-Burger|Чизбургер|奶酪汉堡|チーズバーガー|치즈버거|Cheese-Burger
relic_triForce|Triforce|Kolmivoima|Triforce|Трифорс|三角力量|トリフォース|트라이포스|Triforce
relic_cactus|Cactus|Kaktus|Cacto|Кактус|仙人掌|カクタス|선인장|Kaktus
relic_razerBlade|Razer Blade|Razer miekka|Lâmina Razer|Клинок Razer|剃须刀片|レザー・ブレード|광선검|Rasierklinge
relic_assassinsShuriken|Assassin's Shuriken|Salamurhaajan heittotähti|Shuriken do assassino|Сюрикен|刺客的手里剑|アサシンの手裏剣|자객의 수리검|Assasinen-Shuriken
relic_theSun|The Sun|Aurinko|O sol|Символ Солнца|太阳|太陽|태양|Die Sonne
relic_razerHeadset|Razer Headset|Razer kuulokkeet|Fone de Ouvido Razer|Наушники Razer|剃刀耳机|レザー・ヘッドセット|레이저 헤드셋|Razer Headset
relic_mayosOldSock|Mayo's Old Sock|Mayon vanha sukka|Peúga velha de Mayo|Старый носок Мазика|梅奥的旧袜子|メイヨーのオールドソックス|마요의 오래된 양말|Mayo's alte Socke
relic_tequila|Tequila!!!|Tequila!!!|Tequila!!!|Текила!!!|龙舌兰！！！|テキーラ！！！|데킬라!!!|Tequila!!!
relic_theMightySushi|The Mighty Sushi|Mahtava sushi|O Poderoso Sushi|Потрясающие суши|力量寿司|マイティーすし|힘센 초밥|Das mächtige Sushi
relic_karpHead|Karp Head|Karpin pää|Cabeça de Karp|Голова карпа|卡普头|カープヘッド|잉어 대가리|Karpfenkopf
relic_lantern|Lantern|Lyhty|Lanterna|Фонарь|灯笼|ランタン|초롱|Laterne
relic_razorLeaf|Razor Leaf|Terälehti|Folha Navalha|Режущий лист|飞叶快刀|レザー・リーフ|잎날 가르기|Rasierblatt
relic_ninjaHook|Ninja Hook|Ninjakoukku|Gancho de ninja|Кусаригама|忍者抓钩|忍者フック|닌자 갈고리|Ninja-Haken
relic_riceChopsticks|Rice & Chopsticks|Syömäpuikot ja riisi|Arroz, pauzinhos|Рис и палочки|米饭&筷子|米＆箸|밥과 젓가락|Reis & Essstäbchen
relic_minisect|Minisect|Minisect|Minisect|Минисект|小赛克特|ミニセクト|미니섹트|Minisekt
relic_shadeOfDeath|Shade of Death|Kuoleman viuhka|Sombra da morte|Веер Смерти|死亡阴影|デスシェード|죽음의 장막|Fächer des Todes
relic_dislocatedEye|Dislocated Eye|Irronnut silmä|Olho deslocado|Вырванный глаз|脱位之眼|脱臼させる目|빠져버린 눈|Zerquetschtes Auge
relic_halfEatenMochi|Half Eaten Mochi|Puoliksi syöty Mochi|Meio comido Mochi|Недоеденный рис|吃了一半的糯米团|食べかけたお餅|반쯤 먹은 찹쌀떡|Halb gegessener Mochi
relic_bonsaiTree|Bonsai Tree|Bonsai puu|Árvore bonsai|Бонсай|盆栽|盆栽の木|분재|Bonsaibaum
relic_daPlayersDislocatedHead|DaPlayer's Dislocated Head|DaPlayerin irronnut pää|Cabeça dislocada de DaPlayer|Аторванная башка игрока|达普雷尔的脱位头颅|ダプレイヤーの脱臼させる頭|플레이어의 머리|DaPlayer's verrenkter Kopf
relic_witchClaw|Witch Claw|Noidan kynsi|Garra da bruxa|Коготь ведьмы|女巫之爪|魔女のクロー|마녀의 손|Hexenkralle
relic_shatteredKatana|Shattered Katana|Hajonnut katana|Katana quebrada|Сломанная катана|破碎的武士刀|砕けたカタナ|부서진 카타나|Zertrümmertes Katana
relic_orbOfFire|Orb of Fire|Tulipallo|Orbe de Fogo|Сфера огня|火之法球|オーブ・オブ・ファイア|화염의 구슬|Feuerkugel
relic_orbOfIce|Orb of Ice|Jääpallo|Orbe de Gelo|Сфера льда|冰之法球|オーブ・オブ・アイス|얼음의 구슬|Eiskugel
relic_orbOfPoison|Orb of Poison|Myrkkypallo|Orbe de Veneno|Сфера яда|毒之法球|オーブ・オブ・ポイズン|맹독의 구슬|Giftkugel
relic_orbOfChaos|Orb of Chaos|Kaaospallo|Orbe do Caos|Сфера хаоса|混沌法球|オーブ・オブ・カオス|혼돈의 구슬|Kugel des Chaos
relic_largeBeer|Large Beer|Iso olut|Cerveja Grande|Большая кружка пива|巨鹿|大型のビヤ|큼지막한 맥주|Großes Bier
relic_bouncy|Bouncy|Pomppija|Saltitante|Попрыгунчик|弹性|よく弾む|바운시|Flummi
relic_magnet|Magnet|Magneetti|Magnético|Магнит|磁铁|磁石|자석|Magnet
relic_balalayka|Balalayka|Balalaika|Balalayka|Балалайка|三弦琴|バラライカ|발랄라이카|Balalayka
relic_darts|Darts|Tikat|Dardos|Метательный дротик|飞镖|ダーツ|다트|Dartpfeile
relic_smallSpikey|Small Spikey|Pikkupiikki|Pequeno Spikey|Маленькая Колючка|小钉子|小さなスパイキー|작은 가시공|Kleiner Stachel
relic_satansHorn|Satan's Horn|Saatanan sarvi|Chifre de Satanás|Рог Сатаны|撒旦之角|サタンの角|사탄의 뿔|Teufelshorn
relic_necromancersFinger|Necromancer's Finger|Manaajan sormi|Dedo do Necromante|Палец некроманта|亡灵巫师的手指|ネクロマンサーの指|강령술사의 손가락|Finger des Nekromanten
relic_jarOfFlies|Jar of Flies|Kärpäspurkki|Frasco de moscas|Мухи в банке|一罐苍蝇|一缶分のハエ|파리가 든 병|Glas voller Fliegen
relic_satansTooth|Satan's Tooth|Saatanan hammas|Dente de Satanás|Зуб Сатаны|撒旦之牙|サタンのツース|사탄의 이빨|Satans Zahn
relic_butterflyKnife|Butterfly Knife|Perhosveitsi|Canivete borboleta|Нож-бабочка|蝴蝶刀|バタフライナイフ|발리송|Klappmesser
relic_lightningBall|Lightning Ball|Sähköpallo|Bola de relâmpago|Шаровая молния|闪电球|ライトニングボール|번개 공|Blitz-Kugel
relic_steamSale|Steam Sale|Steam alennus|Venda na Steam|Распродажа в Steam|Steam促销|Steamセール|스팀 세일|Steam-Sale
relic_esEnergy|ES Energy|ES Energia|ES Energia|Энергетик|ES能量|ESエネルギー|ES 에너지|ES Energie
relic_boomerang|Boomerang|Bumerangi|Bumerangue|Бумеранг|回旋镖|ブーメラン|부메랑|Bumerang
relic_squishyTheSuicidalPig|Squishy the Suicidal Pig|Itsetuhoinen possu Squishy|Squishy o porco suicida|Свинка-самоубийца Сквиши|自杀小猪史乖宝|自殺子豚スクイジー|자살 돼지 스퀴시|Squishy, das Suizidgefährdete Schwein
relic_satansEye|Satan's Eye|Saatanan silmä|Olho de satanás|Глаз Сатаны|撒旦之眼|サタンの目|사탄의 눈|Satans Auge
relic_mindBender|Homing Shots|Hakeutuvat ohjukset|Tiros de identificação|Система самонаведения|追踪子弹|ホーミングショット|유도탄|Zielsuchende Schüsse
relic_lightCola|Light Cola|Kevytkola|Cola Leve|Coca-Cola Light|淡可乐|ライトコーラ|라이트 콜라|Cola Light
relic_theHolyGrail|The Holy Grail|Graalin malja|O Santo Graal|Святой Грааль|圣杯|ホーリー・グレイル|성배|Der Heilige Gral
relic_monkeyKingBar|Monkey King Bar|Apinakuninkaan sauva|Bar do Rei Macaco|Посох Короля обезьян|猴王酒吧|モンキーキングバー|여의봉|Stab des Affenkönigs
relic_hornedMask|Horned Mask|Sarvinaamio|Máscara de chifre|Рогатый шлем|带角面具|角のあるマスク|뿔 가면|Gehörnte Maske
relic_honeyBee|Honey Bee|Mehiläinen|Abelha de Mel|Пчела|蜜蜂|ミツバチ|꿀벌|Honigbiene
relic_1000kg|1000 KG|1000 KG|1000 KG|1000 КГ|1000 KG|1000 KG|1000 KG|1000 KG
relic_pickledBrain|Pickled Brain|Säilötyt aivot|Cérebro em Conserva|Маринованные мозги|腌脑子|塩つけの脳みそ|뇌 절임|Eingelegtes Gehirn
relic_keyGen|Keygen.exe|Keygen.exe|Keygen.exe|Keygen.exe|Keygen.exe|Keygen.exe|Keygen.exe|Keygen.exe
relic_dragonsHead|Dragon's Head|Lohikäärmeen pää|Cabeça de Dragão|Голова дракона|龙首|ドラゴンの頭|용의 머리|Drachenkopf
relic_winnersDrug|Winner's Drug|Voittajan huume|Drogas do vencedor|Победный допинг|胜者药剂|勝者の薬剤|승자의 약물|Siegerdroge
relic_casinoDice|Casino Die|Kasinonopat|Dados do Casino|Игральная кость|赌场骰子|カジノダイス|카지노용 주사위|Casino Würfel
relic_lotteryTicket|Lottery Ticket|Lottokuponki|Bilhete de loteria|Лотерейный билет|彩票|宝くじのチケット|복권|Lotterieschein
relic_vadjra|Vadjra|Vadjra|Vadjra|Ваджра|金刚|ヴァジュラ|바디라|Vadjra
relic_maryosPipe|Maryo's Pipe|Maryon putki|Cano de Maryo's|Труба Марио|马瑞奥的管子|マリオのパイプ|마리요의 배관|Maryo's Rohr
relic_rottenApple|Rotten Apple|Mätä omena|Maçã podre|Гнилое яблоко|腐烂苹果|腐ったリンゴ|썩은 사과|Fauler Apfel
relic_handOfMidas|Hand of Midas|Midaan käsi|Mão de Midas|Рука Мидаса|美狄亚之手|ハンド・オブ・ミダス|미다스의 손|Hand des Midas
relic_oversized|Oversized|Ylisuurennus|Muito Grande|Огромный размер|超大|オーバーサイズ|거대화|Überdimensioniert
relic_fortuneCard|Fortune Card|Onnen kortti|Cartão da fortuna|Карта удачи|幸运卡|フォーチュンカード|행운의 카드|Schicksalskarte
relic_deliciousPie|Delicious Pie|Herkkupiiras|Torta Deliciosa|Вкусный пирог|美味的派|美味しいパイ|맛있는 파이|Köstliche Torte
relic_amazonsSpears|Amazon's Spears|Amatsonin keihäät|Lanças da Amazon|Копья амазонки|亚马逊矛|アマゾンのスピア|아마존의 창|Amazonenspeer
relic_jungleVial|Jungle Vial|Viidakkopullo|Frasco da selva|Джунгли в пробирке|丛林药水|ジャングルバイアル|정글 시약|Dschungel-Fläschchen
relic_manaDice|Mana Dice|Taikanopat|Dados de Mana|Кубики маны|能量骰子|マナ・ダイス|마나 주사위|Mana Würfel
relic_wizardsHat|A Wizard's Hat|Velhon hattu|O Chapéu de um Feiticeiro|Шляпа волшебника|巫师帽|ウィザードの帽子|마법사의 모자|Ein Zaubererhut
relic_zombiesFace|Zombie's Face|Zombien naama|Cara de Zumbi|Лицо зомби|僵尸脸|ゾンビの顔|좀비 얼굴|Zombiegesicht
relic_metalDetector|Metal Detector|Metallinpaljastin|Detector de Metal|Металлоискатель|金属探测器|金属探知機|금속 탐지기|Metalldetektor
relic_lootARang|Loot-A-Rang|Loot-A-Rang|Loot-A-Rang|Шмотаранг|Loot-A-Rang|Loot-A-Rang|Loot-A-Rang|Loot-A-Rang
relic_propHuntKit|Prop Hunt Kit|Prop Hunt Kit|Prop Hunt Kit|Набор для игры в прятки|Prop Hunt Kit|Prop Hunt Kit|Prop Hunt Kit|Prop Hunt Kit
relic_doggo|Doggo|Doggo|Doggo|Doggo|Doggo|Doggo|Doggo|Doggo
relic_stevesDirtyHead|Steve's Dirty Head|Steve's Dirty Head|Steve's Dirty Head|Steve's Dirty Head|Steve's Dirty Head|Steve's Dirty Head|Steve's Dirty Head|Steve's Dreckiger Kopf
relic_lostWand|Lost Wand|Lost Wand|Lost Wand|Lost Wand|Lost Wand|Lost Wand|Lost Wand|Verlorener Zauberstab
relic_wizardsMindBomb|Wizard's Mind Bomb|Wizard's Mind Bomb|Wizard's Mind Bomb|Wizard's Mind Bomb|Wizard's Mind Bomb|Wizard's Mind Bomb|Wizard's Mind Bomb|Zauberers Gedächtnisbombe
relic_newtTail|Newt Tail|Newt Tail|Newt Tail|Newt Tail|Newt Tail|Newt Tail|Newt Tail|Molchschwanz
relic_candyBasket|Candy Basket|Karkkikori|Cesta de doces|Корзина конфет|糖果篮|キャンディバスケット|사탕 바구니|Süßigkeitenkorb
relic_snowball|Snowball|Lumipallo|Bola de neve|Снежок|雪球|スノーボール|눈덩이|Schneeball
relic_thiefsGlove|Thief's Glove|Varkaan käsine|Luva de ladrão|Перчатка вора|神偷手套|泥棒の手袋|도둑의 장갑|Diebeshandschuh
relic_shocker3000|Shocker-3000|Sähkötin-3000|Shocker-3000|Шокер-3000|冲击枪-3000|ショッカー-3000|쇼커 -3000|Schocker-3000
relic_flail|Flail|Varsta|Mangual|Цеп|连枷|フレイル|플레일|Morgenstern
relic_soulBox|Soul Box|Sielulaatikko|Caixa de Almas|Коробка душ|灵魂箱|ソウルボックス|소울 박스|Seelenbox
relic_chickenMask|Chicken Mask|Kananaamari|Máscara de Galinha|Маска курицы|小鸡面具|チキンマスク|치킨 마스크|Hühnchen-Maske
relic_cursedBook|Cursed Book|Kirottu kirja|Livro Amaldiçoado|Проклятая книга|受诅咒的书|呪われた本|저주받은 책|Verfluchtes Buch
relic_headExtractor|Head Extractor|Päänkeräin|Arranca Cabeças|Главный экстрактор|斩首器|ヘッドエクストラクター|헤드 추출기|Kopf-Auszieher
relic_bombBoat|Bomb|Pommi|Bomba|Взрывчатка|炸弹|ボム|폭탄|Bombe
relic_fishNet|Fish Net|Kalaverkko|Rede de Pesca|Рыбная сеть|鱼网|フィッシュネット|피시 넷|Fischnetz
relic_bookOfCommand|Book of Command|Komennusten kirja|Livro do Comando|Книга командования|指挥书|支配の書|커맨드 북|Buch der Beherrschung
relic_sucker5000|Sucker-5000|Imuri-5000|Otário-5000|Присоска-5000|吸力枪-5000|サッカー-5000|써커 5000|Sauger-5000
relic_sucker5000b|Sucker-5000-B|Imuri-5000-B|Otário-5000-B|Присоска-5000-B|吸力枪-5000-B|サッカー-5000-B|써커 5000-B|Sauger-5000-B
||||||||
desc_relic_devilHorn||||||||
desc_relic_demonSheep||||||||
desc_relic_doomFlute||||||||
desc_relic_frozenOrb||||||||
desc_relic_nunchucks||||||||
desc_relic_rubberDuck||||||||
desc_relic_skullAxe||||||||
desc_relic_theSpoon||||||||
desc_relic_stormDagger||||||||
desc_relic_odinsSword||||||||
desc_relic_theAmputationKit||||||||
desc_relic_skullBat||||||||
desc_relic_shredder||||||||
desc_relic_stigmata||||||||
desc_relic_magicMushroom||||||||
desc_relic_jefresSubscription||||||||
desc_relic_rockBelt||||||||
desc_relic_sausage||||||||
desc_relic_spiritSkull||||||||
desc_relic_apple||||||||
desc_relic_fetus||||||||
desc_relic_theEye||||||||
desc_relic_devilSkull||||||||
desc_relic_whip||||||||
desc_relic_cake||||||||
desc_relic_cookiesMilk||||||||
desc_relic_blazingBoots||||||||
desc_relic_charmedBlood||||||||
desc_relic_shrunkenHead||||||||
desc_relic_oddBookOfSpells||||||||
desc_relic_ancientRock||||||||
desc_relic_theHolyBible||||||||
desc_relic_aaronsStaff||||||||
desc_relic_ogreClub||||||||
desc_relic_basilisksTooth||||||||
desc_relic_twinBlade||||||||
desc_relic_handScythe||||||||
desc_relic_templarShield||||||||
desc_relic_kingsCrown||||||||
desc_relic_damnedBuckler||||||||
desc_relic_dragonShield||||||||
desc_relic_barbedShield||||||||
desc_relic_helmOfChaos||||||||
desc_relic_bracerOfLife||||||||
desc_relic_tokenOfLuck||||||||
desc_relic_theAllmightyFedora||||||||
desc_relic_guardianAngel||||||||
desc_relic_bookOfBelial||||||||
desc_relic_doubleScythe||||||||
desc_relic_fireIce||||||||
desc_relic_LightKatana||||||||
desc_relic_dirge||||||||
desc_relic_razorWire||||||||
desc_relic_rainbowGate||||||||
desc_relic_theGlove||||||||
desc_relic_flySwatter||||||||
desc_relic_hellscreamAxe||||||||
desc_relic_frostMourne||||||||
desc_relic_commandersSword||||||||
desc_relic_butchersKnife||||||||
desc_relic_warZeppelin||||||||
desc_relic_deathsScythe||||||||
desc_relic_angelStaffOfApocalypse||||||||
desc_relic_rocketBarrage||||||||
desc_relic_shiv||||||||
desc_relic_stickmanSteve||||||||
desc_relic_bomb||||||||
desc_relic_meatHook||||||||
desc_relic_candyCrusher||||||||
desc_relic_cheeseBurger||||||||
desc_relic_triForce||||||||
desc_relic_cactus||||||||
desc_relic_razerBlade||||||||
desc_relic_assassinsShuriken||||||||
desc_relic_theSun||||||||
desc_relic_razerHeadset||||||||
desc_relic_mayosOldSock||||||||
desc_relic_tequila||||||||
desc_relic_theMightySushi||||||||
desc_relic_karpHead||||||||
desc_relic_lantern||||||||
desc_relic_razorLeaf||||||||
desc_relic_ninjaHook||||||||
desc_relic_riceChopsticks||||||||
desc_relic_minisect||||||||
desc_relic_shadeOfDeath||||||||
desc_relic_dislocatedEye||||||||
desc_relic_halfEatenMochi||||||||
desc_relic_bonsaiTree||||||||
desc_relic_daPlayersDislocatedHead||||||||
desc_relic_witchClaw||||||||
desc_relic_shatteredKatana||||||||
desc_relic_orbOfFire||||||||
desc_relic_orbOfIce||||||||
desc_relic_orbOfPoison||||||||
desc_relic_orbOfChaos||||||||
desc_relic_largeBeer||||||||
desc_relic_bouncy||||||||
desc_relic_magnet||||||||
desc_relic_balalayka||||||||
desc_relic_darts||||||||
desc_relic_smallSpikey||||||||
desc_relic_satansHorn||||||||
desc_relic_necromancersFinger||||||||
desc_relic_jarOfFlies||||||||
desc_relic_satansTooth||||||||
desc_relic_butterflyKnife||||||||
desc_relic_lightningBall||||||||
desc_relic_steamSale||||||||
desc_relic_esEnergy||||||||
desc_relic_boomerang||||||||
desc_relic_squishyTheSuicidalPig||||||||
desc_relic_satansEye||||||||
desc_relic_mindBender||||||||
desc_relic_lightCola||||||||
desc_relic_theHolyGrail||||||||
desc_relic_monkeyKingBar||||||||
desc_relic_hornedMask||||||||
desc_relic_honeyBee||||||||
desc_relic_1000kg||||||||
desc_relic_pickledBrain||||||||
desc_relic_keyGen||||||||
desc_relic_dragonsHead||||||||
desc_relic_winnersDrug||||||||
desc_relic_casinoDice||||||||
desc_relic_lotteryTicket||||||||
desc_relic_vadjra||||||||
desc_relic_maryosPipe||||||||
desc_relic_rottenApple||||||||
desc_relic_handOfMidas||||||||
desc_relic_oversized||||||||
desc_relic_fortuneCard||||||||
desc_relic_deliciousPie||||||||
desc_relic_amazonsSpears||||||||
desc_relic_jungleVial||||||||
desc_relic_manaDice||||||||
desc_relic_wizardsHat||||||||
desc_relic_zombiesFace||||||||
desc_relic_metalDetector||||||||
desc_relic_lootARang||||||||
desc_relic_propHuntKit||||||||
